0,615,8
0,981,5
0,1547,10
0,1817,2
0,5664,8
0,7255,6
0,8746,1
0,9367,1
1,307,4
1,325,1
1,1222,10
1,1643,5
1,1647,3
1,1784,8
1,1999,9
1,2122,8
1,2385,2
1,2913,10
1,2976,10
1,3677,1
1,3863,5
1,4019,8
1,4331,10
1,4444,8
1,4519,8
1,4625,10
1,4990,6
1,5174,10
1,5440,10
1,5807,8
1,6378,5
1,6443,10
1,6546,1
1,6872,10
1,7043,8
1,7438,10
1,7601,7
1,7680,1
1,7720,8
1,8312,6
1,8499,3
1,9350,1
1,9543,3
2,594,7
2,896,8
2,984,4
2,1969,2
2,3237,6
2,3572,8
2,3982,5
2,4167,6
2,5277,6
2,5761,10
2,6096,8
2,6889,6
2,7249,10
2,8018,10
2,8270,7
2,8754,6
2,9190,10
3,623,5
3,895,4
3,1435,4
3,2026,10
3,2614,6
3,3166,2
3,4560,5
3,5571,9
3,5574,4
3,5963,1
3,6028,4
3,6651,7
3,6804,1
3,8403,5
3,9123,1
4,361,8
4,384,10
4,611,6
4,1024,10
4,1388,3
4,1925,3
4,2778,2
4,3368,3
4,3378,6
4,3505,2
4,4449,1
4,5447,10
4,5880,10
4,8305,10
4,8369,10
4,9020,8
4,9369,7
4,9645,4
5,180,6
5,561,2
5,681,7
5,897,5
5,1014,3
5,1969,2
5,1991,7
5,3781,5
5,4451,5
5,4792,4
5,5889,9
5,6001,8
5,6167,8
5,6241,5
5,6881,4
5,7645,6
5,8669,8
5,9183,7
5,9445,4
6,268,5
6,1493,6
6,1783,1
6,2058,5
6,2409,8
6,2474,7
6,2843,5
6,2930,3
6,2937,7
6,3170,4
6,3410,3
6,3769,10
6,4322,10
6,4567,4
6,5398,10
6,5632,1
6,5821,9
6,6944,10
6,7626,9
6,8389,7
6,9428,5
6,9440,10
6,9747,10
7,1264,8
7,1430,8
7,1577,5
7,4074,10
7,4528,6
7,6279,10
7,7274,1
7,7965,3
7,9347,8
7,9578,10
7,9798,4
8,863,1
8,3583,10
8,3691,5
8,5925,3
8,6534,1
8,7273,2
8,8403,1
8,9927,2
9,868,8
9,1417,10
9,1509,7
9,1844,8
9,1845,5
9,2058,5
9,2127,4
9,2196,5
9,2604,1
9,3094,7
9,3593,5
9,4574,9
9,4591,2
9,4616,10
9,5100,2
9,6000,1
9,6204,9
9,7237,7
9,8357,9
9,8643,7
9,9087,8
10,30,6
10,202,10
10,828,10
10,1472,10
10,1582,9
10,1726,1
10,1972,10
10,2464,8
10,4900,10
10,4917,8
10,5460,10
10,5486,10
10,6910,1
10,7153,10
10,7281,10
10,8611,9
10,9278,8
10,9571,10
10,9959,5
11,8,6
11,110,8
11,133,1
11,285,1
11,292,10
11,320,1
11,334,6
11,740,8
11,1060,8
11,1082,1
11,1105,2
11,1407,10
11,1452,1
11,1479,10
11,1507,8
11,1566,1
11,1743,7
11,1998,2
11,2067,5
11,2348,4
11,2627,2
11,2849,9
11,3049,9
11,3184,8
11,3275,9
11,3476,8
11,3724,9
11,3764,1
11,4043,1
11,4504,4
11,4794,9
11,4908,6
11,4989,10
11,5977,9
11,6089,10
11,6568,10
11,6978,1
11,7151,6
11,7196,5
11,7231,3
11,7238,1
11,7360,5
11,7427,10
11,7740,8
11,7853,10
11,8564,6
11,8787,8
11,8855,1
11,8917,6
11,8943,6
11,9307,8
11,9319,7
11,9726,5
11,9760,10
11,9865,8
11,9897,1
12,72,10
12,269,10
12,336,6
12,478,6
12,826,1
12,1291,7
12,1339,3
12,1653,2
12,2146,9
12,2264,1
12,2518,1
12,3134,5
12,3930,1
12,4036,10
12,4195,8
12,4213,10
12,4271,7
12,4341,9
12,4784,10
12,5409,6
12,6735,8
12,6779,8
12,7104,1
12,7124,10
12,7981,6
12,8626,2
12,8717,6
12,8977,2
12,9135,9
12,9162,4
12,9640,10
12,9860,7
13,782,10
13,874,10
13,1248,1
13,1604,6
13,2031,6
13,2089,4
13,2478,10
13,2988,6
13,3435,4
13,4552,7
13,4642,2
13,5097,7
13,5522,7
13,5537,6
13,5819,10
13,6004,6
13,6411,6
13,6624,6
13,6767,4
13,8273,5
13,8301,1
13,8529,5
13,9297,8
13,9389,9
13,9460,7
13,9502,1
13,9515,5
14,281,5
14,286,8
14,355,1
14,481,7
14,788,5
14,942,10
14,1050,6
14,1213,4
14,1492,1
14,1579,3
14,1911,4
14,2168,1
14,2354,1
14,2756,8
14,2918,10
14,3081,1
14,3345,7
14,3529,8
14,3835,8
14,3846,10
14,3927,10
14,4136,4
14,4317,10
14,4728,8
14,4908,7
14,4992,9
14,5002,7
14,5635,8
14,5680,10
14,5890,8
14,6174,3
14,6195,5
14,6369,1
14,6399,7
14,6767,10
14,7265,1
14,7472,5
14,7789,4
14,8014,10
14,8168,10
14,8821,10
14,9132,5
14,9495,1
14,9768,10
15,242,10
15,1591,1
15,2517,1
15,4004,3
15,4090,5
15,4298,10
15,4988,6
15,5532,10
15,6908,5
15,7875,9
15,8170,1
15,8221,3
15,8369,10
15,8569,8
16,720,1
16,1651,1
16,1831,10
16,1977,4
16,2984,2
16,3823,4
16,4138,10
16,5018,1
16,5488,1
16,6014,1
16,6636,10
16,7374,4
17,789,6
17,870,9
17,897,5
17,1177,9
17,1186,10
17,2778,2
17,3953,9
17,4798,9
17,4839,6
17,6616,5
17,7207,7
17,8624,3
17,8743,10
17,8785,10
18,892,1
18,1862,1
18,2364,8
18,2984,1
18,3292,6
18,3746,9
18,3813,4
18,4613,9
18,4940,5
18,5242,8
18,5842,1
18,6136,1
18,6512,2
18,6778,10
18,7732,3
18,8664,1
18,8711,2
18,8888,2
18,9930,1
19,363,10
19,370,7
19,843,5
19,1081,4
19,2595,5
19,3110,5
19,3331,10
19,4848,3
19,6355,10
19,6438,7
19,7264,9
19,7690,9
19,8451,5
20,18,5
20,307,5
20,1348,5
20,1760,1
20,1842,8
20,2524,7
20,3775,10
20,4409,8
20,5015,5
20,5101,5
20,6325,1
20,6811,8
20,8103,2
20,8419,4
20,9172,6
20,9225,7
20,9362,9
21,250,5
21,279,10
21,471,7
21,529,9
21,585,10
21,1024,10
21,1364,7
21,2309,3
21,2371,8
21,3063,8
21,3147,9
21,3151,10
21,3751,7
21,3903,6
21,4011,7
21,4012,10
21,4073,10
21,4795,1
21,5252,10
21,5901,6
21,6297,9
21,6311,10
21,7022,10
21,7291,7
21,7946,7
21,8372,6
21,8608,10
21,8712,1
21,8956,10
21,9325,6
21,9341,6
21,9801,8
22,180,3
22,766,4
22,1073,10
22,1131,1
22,1421,9
22,1459,5
22,2259,6
22,2808,6
22,2830,2
22,2903,7
22,3903,7
22,4062,7
22,4074,10
22,6872,10
22,7038,5
22,7287,6
22,7611,4
22,7619,10
22,8034,7
22,8368,4
22,9273,5
23,89,6
23,1064,6
23,1154,8
23,1964,5
23,1991,9
23,2114,9
23,2189,9
23,2213,5
23,2469,8
23,2706,7
23,2708,8
23,2943,3
23,2995,10
23,3140,10
23,3266,5
23,3308,10
23,3403,7
23,3531,7
23,3573,7
23,3833,7
23,4063,6
23,4609,10
23,4639,9
23,4897,7
23,5579,8
23,5777,8
23,5794,2
23,5941,10
23,6396,6
23,6397,4
23,6402,8
23,6522,9
23,6686,5
23,6817,1
